Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2
RB.A45,MB.B24R4,11101.8209,INT,L,B,ODD,23,23,LBBLA.24R4,LBBLA_24R4
RB.A45,MB.C24R4,11117.4809,INT,L,A,EVEN,54,131,LBALB.24R4,LBALB_24R4
RB.A45,MB.A25R4,11139.6109,INT,L,B,ODD,24,24,LBBLA.25R4,LBBLA_25R4
RB.A45,MB.B25R4,11155.2709,INT,L,A,EVEN,53,130,LBALA.25R4,LBALA_25R4
RB.A45,MB.C25R4,11170.9309,INT,L,B,ODD,25,25,LBBLC.25R4,LBBLC_25R4
RB.A45,MB.A26R4,11193.0609,INT,L,A,EVEN,52,129,LBALA.26R4,LBALA_26R4
RB.A45,MB.B26R4,11208.7209,INT,L,B,ODD,26,26,LBBLA.26R4,LBBLA_26R4
RB.A45,MB.C26R4,11224.3809,INT,L,A,EVEN,51,128,LBALB.26R4,LBALB_26R4
RB.A45,MB.A27R4,11246.5109,INT,L,B,ODD,27,27,LBBLA.27R4,LBBLA_27R4
RB.A45,MB.B27R4,11262.1709,INT,L,A,EVEN,50,127,LBALA.27R4,LBALA_27R4
RB.A45,MB.C27R4,11277.8309,INT,L,B,ODD,28,28,LBBLC.27R4,LBBLC_27R4
RB.A45,MB.A28R4,11299.9609,INT,L,A,EVEN,49,126,LBALA.28R4,LBALA_28R4
RB.A45,MB.B28R4,11315.6209,INT,L,B,ODD,29,29,LBBLA.28R4,LBBLA_28R4
RB.A45,MB.C28R4,11331.2809,INT,L,A,EVEN,48,125,LBALB.28R4,LBALB_28R4
RB.A45,MB.A29R4,11353.4109,INT,L,B,ODD,30,30,LBBLA.29R4,LBBLA_29R4
RB.A45,MB.B29R4,11369.0709,INT,L,A,EVEN,47,124,LBALA.29R4,LBALA_29R4
RB.A45,MB.C29R4,11384.7309,INT,L,B,ODD,31,31,LBBLC.29R4,LBBLC_29R4
RB.A45,MB.A30R4,11406.8609,INT,L,A,EVEN,46,123,LBALA.30R4,LBALA_30R4
RB.A45,MB.B30R4,11422.5209,INT,L,B,ODD,32,32,LBBLA.30R4,LBBLA_30R4
RB.A45,MB.C30R4,11438.1809,INT,L,A,EVEN,45,122,LBALB.30R4,LBALB_30R4
RB.A45,MB.A31R4,11460.3109,INT,L,B,ODD,33,33,LBBLA.31R4,LBBLA_31R4
RB.A45,MB.B31R4,11475.9709,INT,L,A,EVEN,44,121,LBALA.31R4,LBALA_31R4
RB.A45,MB.C31R4,11491.6309,INT,L,B,ODD,34,34,LBBLC.31R4,LBBLC_31R4
RB.A45,MB.A32R4,11513.7609,INT,L,A,EVEN,43,120,LBALA.32R4,LBALA_32R4
RB.A45,MB.B32R4,11529.4209,INT,L,B,ODD,35,35,LBBLA.32R4,LBBLA_32R4
RB.A45,MB.C32R4,11545.0809,INT,L,A,EVEN,42,119,LBALB.32R4,LBALB_32R4
RB.A45,MB.A33R4,11567.2109,INT,L,B,ODD,36,36,LBBLA.33R4,LBBLA_33R4
RB.A45,MB.B33R4,11582.8709,INT,L,A,EVEN,41,118,LBALA.33R4,LBALA_33R4
RB.A45,MB.C33R4,11598.5309,INT,L,B,ODD,37,37,LBBLC.33R4,LBBLC_33R4
RB.A45,MB.A34R4,11620.6609,INT,L,A,EVEN,40,117,LBALA.34R4,LBALA_34R4
RB.A45,MB.B34R4,11636.3209,INT,L,B,ODD,38,38,LBBLA.34R4,LBBLA_34R4
RB.A45,MB.C34R4,11651.9809,INT,L,A,EVEN,39,116,LBALB.34R4,LBALB_34R4
RB.A45,MB.C34L5,11674.1109,INT,L,B,ODD,39,39,LBBLA.34L5,LBBLA_34L5
RB.A45,MB.B34L5,11689.7709,INT,L,A,EVEN,38,115,LBALA.34L5,LBALA_34L5
RB.A45,MB.A34L5,11705.4309,INT,L,B,ODD,40,40,LBBLC.34L5,LBBLC_34L5
RB.A45,MB.C33L5,11727.5609,INT,L,A,EVEN,37,114,LBALA.33L5,LBALA_33L5
RB.A45,MB.B33L5,11743.2209,INT,L,B,ODD,41,41,LBBLA.33L5,LBBLA_33L5
RB.A45,MB.A33L5,11758.8809,INT,L,A,EVEN,36,113,LBALB.33L5,LBALB_33L5
RB.A45,MB.C32L5,11781.0109,INT,L,B,ODD,42,42,LBBLA.32L5,LBBLA_32L5
RB.A45,MB.B32L5,11796.6709,INT,L,A,EVEN,35,112,LBALA.32L5,LBALA_32L5
RB.A45,MB.A32L5,11812.3309,INT,L,B,ODD,43,43,LBBLC.32L5,LBBLC_32L5
RB.A45,MB.C31L5,11834.4609,INT,L,A,EVEN,34,111,LBALA.31L5,LBALA_31L5
RB.A45,MB.B31L5,11850.1209,INT,L,B,ODD,44,44,LBBLA.31L5,LBBLA_31L5
RB.A45,MB.A31L5,11865.7809,INT,L,A,EVEN,33,110,LBALB.31L5,LBALB_31L5
RB.A45,MB.C30L5,11887.9109,INT,L,B,ODD,45,45,LBBLA.30L5,LBBLA_30L5
RB.A45,MB.B30L5,11903.5709,INT,L,A,EVEN,32,109,LBALA.30L5,LBALA_30L5
RB.A45,MB.A30L5,11919.2309,INT,L,B,ODD,46,46,LBBLC.30L5,LBBLC_30L5
RB.A45,MB.C29L5,11941.3609,INT,L,A,EVEN,31,108,LBALA.29L5,LBALA_29L5
RB.A45,MB.B29L5,11957.0209,INT,L,B,ODD,47,47,LBBLA.29L5,LBBLA_29L5
RB.A45,MB.A29L5,11972.6809,INT,L,A,EVEN,30,107,LBALB.29L5,LBALB_29L5
RB.A45,MB.C28L5,11994.8109,INT,L,B,ODD,48,48,LBBLA.28L5,LBBLA_28L5
RB.A45,MB.B28L5,12010.4709,INT,L,A,EVEN,29,106,LBALA.28L5,LBALA_28L5
RB.A45,MB.A28L5,12026.1309,INT,L,B,ODD,49,49,LBBLC.28L5,LBBLC_28L5
RB.A45,MB.C27L5,12048.2609,INT,L,A,EVEN,28,105,LBALA.27L5,LBALA_27L5
RB.A45,MB.B27L5,12063.9209,INT,L,B,ODD,50,50,LBBLA.27L5,LBBLA_27L5
RB.A45,MB.A27L5,12079.5809,INT,L,A,EVEN,27,104,LBALB.27L5,LBALB_27L5
RB.A45,MB.C26L5,12101.7109,INT,L,B,ODD,51,51,LBBLA.26L5,LBBLA_26L5
RB.A45,MB.B26L5,12117.3709,INT,L,A,EVEN,26,103,LBALA.26L5,LBALA_26L5
RB.A45,MB.A26L5,12133.0309,INT,L,B,ODD,52,52,LBBLC.26L5,LBBLC_26L5
RB.A45,MB.C25L5,12155.1609,INT,L,A,EVEN,25,102,LBALA.25L5,LBALA_25L5
RB.A45,MB.B25L5,12170.8209,INT,L,B,ODD,53,53,LBBLA.25L5,LBBLA_25L5
RB.A45,MB.A25L5,12186.4809,INT,L,A,EVEN,24,101,LBALB.25L5,LBALB_25L5
RB.A45,MB.C24L5,12208.6109,INT,L,B,ODD,54,54,LBBLA.24L5,LBBLA_24L5
RB.A45,MB.B24L5,12224.2709,INT,L,A,EVEN,23,100,LBALA.24L5,LBALA_24L5
RB.A45,MB.A24L5,12239.9309,INT,L,B,ODD,55,55,LBBLC.24L5,LBBLC_24L5
RB.A45,MB.C23L5,12262.0609,INT,L,A,EVEN,22,99,LBALA.23L5,LBALA_23L5
RB.A45,MB.B23L5,12277.7209,INT,L,B,ODD,56,56,LBBLA.23L5,LBBLA_23L5
RB.A45,MB.A23L5,12293.3809,INT,L,A,EVEN,21,98,LBALB.23L5,LBALB_23L5
RB.A45,MB.C22L5,12315.5109,INT,L,B,ODD,57,57,LBBLA.22L5,LBBLA_22L5
RB.A45,MB.B22L5,12331.1709,INT,L,A,EVEN,20,97,LBALA.22L5,LBALA_22L5
RB.A45,MB.A22L5,12346.8309,INT,L,B,ODD,58,58,LBBLC.22L5,LBBLC_22L5
RB.A45,MB.C21L5,12368.9609,INT,L,A,EVEN,19,96,LBALA.21L5,LBALA_21L5
RB.A45,MB.B21L5,12384.6209,INT,L,B,ODD,59,59,LBBLA.21L5,LBBLA_21L5
RB.A45,MB.A21L5,12400.2809,INT,L,A,EVEN,18,95,LBALB.21L5,LBALB_21L5
RB.A45,MB.C20L5,12422.4109,INT,L,B,ODD,60,60,LBBLA.20L5,LBBLA_20L5
RB.A45,MB.B20L5,12438.0709,INT,L,A,EVEN,17,94,LBALA.20L5,LBALA_20L5
RB.A45,MB.A20L5,12453.7309,INT,L,B,ODD,61,61,LBBLC.20L5,LBBLC_20L5
RB.A45,MB.C19L5,12475.8609,INT,L,A,EVEN,16,93,LBALA.19L5,LBALA_19L5
RB.A45,MB.B19L5,12491.5209,INT,L,B,ODD,62,62,LBBLA.19L5,LBBLA_19L5
RB.A45,MB.A19L5,12507.1809,INT,L,A,EVEN,15,92,LBALB.19L5,LBALB_19L5
RB.A45,MB.C18L5,12529.3109,INT,L,B,ODD,63,63,LBBLA.18L5,LBBLA_18L5
RB.A45,MB.B18L5,12544.9709,INT,L,A,EVEN,14,91,LBALA.18L5,LBALA_18L5
RB.A45,MB.A18L5,12560.6309,INT,L,B,ODD,64,64,LBBLC.18L5,LBBLC_18L5
RB.A45,MB.C17L5,12582.7609,INT,L,A,EVEN,13,90,LBALA.17L5,LBALA_17L5
RB.A45,MB.B17L5,12598.4209,INT,L,B,ODD,65,65,LBBLA.17L5,LBBLA_17L5
RB.A45,MB.A17L5,12614.0809,INT,L,A,EVEN,12,89,LBALB.17L5,LBALB_17L5
RB.A45,MB.C16L5,12636.2109,INT,L,B,ODD,66,66,LBBLA.16L5,LBBLA_16L5
RB.A45,MB.B16L5,12651.8709,INT,L,A,EVEN,11,88,LBALA.16L5,LBALA_16L5
RB.A45,MB.A16L5,12667.5309,INT,L,B,ODD,67,67,LBBLC.16L5,LBBLC_16L5
RB.A45,MB.C15L5,12689.6609,INT,L,A,EVEN,10,87,LBALA.15L5,LBALA_15L5
RB.A45,MB.B15L5,12705.3209,INT,L,B,ODD,68,68,LBBLA.15L5,LBBLA_15L5
RB.A45,MB.A15L5,12720.9809,INT,L,A,EVEN,9,86,LBALB.15L5,LBALB_15L5
RB.A45,MB.C14L5,12743.1109,INT,L,B,ODD,69,69,LBBLA.14L5,LBBLA_14L5
RB.A45,MB.B14L5,12758.7709,INT,L,A,EVEN,8,85,LBALA.14L5,LBALA_14L5
RB.A45,MB.A14L5,12774.4309,INT,L,B,ODD,70,70,LBBLC.14L5,LBBLC_14L5
RB.A45,MB.C13L5,12796.5609,INT,L,A,EVEN,7,84,LBALA.13L5,LBALA_13L5
RB.A45,MB.B13L5,12812.2209,INT,L,B,ODD,71,71,LBBLA.13L5,LBBLA_13L5
RB.A45,MB.A13L5,12827.8809,INT,L,A,EVEN,6,83,LBALB.13L5,LBALB_13L5
RB.A45,MB.C12L5,12850.0109,INT,L,B,ODD,72,72,LBBLA.12L5,LBBLA_12L5
RB.A45,MB.B12L5,12865.6709,INT,L,A,EVEN,5,82,LBALA.12L5,LBALA_12L5
RB.A45,MB.A12L5,12881.3309,INT,L,B,ODD,73,73,LBBLC.12L5,LBBLC_12L5
RB.A45,MB.B11L5,12918.4526,INT,L,A,EVEN,4,81,LBALA.11L5,LBALA_11L5
RB.A45,MB.A11L5,12934.1126,INT,L,B,ODD,74,74,LBBLP.11L5,LBBLP_11L5
RB.A45,MB.B10L5,12957.5176,INT,L,A,EVEN,3,80,LBALE.10L5,LBALE_10L5
RB.A45,MB.A10L5,12973.1776,INT,L,B,ODD,75,75,LBBLI.10L5,LBBLI_10L5
RB.A45,MB.B9L5,12997.9826,INT,L,A,EVEN,2,79,LBALE.9L5,LBALE_09L5
RB.A45,MB.A9L5,13013.6426,INT,L,B,ODD,76,76,LBBLF.9L5,LBBLF_09L5
RB.A45,MB.B8L5,13037.0476,INT,L,A,EVEN,1,78,LBALE.8L5,LBALE_08L5
RB.A45,MB.A8L5,13052.7076,INT,L,B,ODD,77,77,LBBLQ.8L5,LBBLQ_08L5
RB.A56,MB.A8R5,13606.1756,EXT,R,A,EVEN,1,78,LBARE.8R5,LBARE_08R5
RB.A56,MB.B8R5,13621.8356,EXT,R,B,ODD,77,77,LBBRF.8R5,LBBRF_08R5
RB.A56,MB.A9R5,13645.2406,EXT,R,A,EVEN,2,79,LBARE.9R5,LBARE_09R5
RB.A56,MB.B9R5,13660.9006,EXT,R,B,ODD,76,76,LBBRI.9R5,LBBRI_09R5
RB.A56,MB.A10R5,13685.7056,EXT,R,A,EVEN,3,80,LBARE.10R5,LBARE_10R5
RB.A56,MB.B10R5,13701.3656,EXT,R,B,ODD,75,75,LBBRF.10R5,LBBRF_10R5
RB.A56,MB.A11R5,13724.7706,EXT,R,A,EVEN,4,81,LBARA.11R5,LBARA_11R5
RB.A56,MB.B11R5,13740.4306,EXT,R,B,ODD,74,74,LBBRA.11R5,LBBRA_11R5
RB.A56,MB.A12R5,13777.5523,EXT,R,A,EVEN,5,82,LBARA.12R5,LBARA_12R5
RB.A56,MB.B12R5,13793.2123,EXT,R,B,ODD,73,73,LBBRA.12R5,LBBRA_12R5
RB.A56,MB.C12R5,13808.8723,EXT,R,A,EVEN,6,83,LBARB.12R5,LBARB_12R5
RB.A56,MB.A13R5,13831.0023,EXT,R,B,ODD,72,72,LBBRA.13R5,LBBRA_13R5
RB.A56,MB.B13R5,13846.6623,EXT,R,A,EVEN,7,84,LBARA.13R5,LBARA_13R5
RB.A56,MB.C13R5,13862.3223,EXT,R,B,ODD,71,71,LBBRC.13R5,LBBRC_13R5
RB.A56,MB.A14R5,13884.4523,EXT,R,A,EVEN,8,85,LBARA.14R5,LBARA_14R5
RB.A56,MB.B14R5,13900.1123,EXT,R,B,ODD,70,70,LBBRA.14R5,LBBRA_14R5
RB.A56,MB.C14R5,13915.7723,EXT,R,A,EVEN,9,86,LBARB.14R5,LBARB_14R5
RB.A56,MB.A15R5,13937.9023,EXT,R,B,ODD,69,69,LBBRA.15R5,LBBRA_15R5
RB.A56,MB.B15R5,13953.5623,EXT,R,A,EVEN,10,87,LBARA.15R5,LBARA_15R5
RB.A56,MB.C15R5,13969.2223,EXT,R,B,ODD,68,68,LBBRC.15R5,LBBRC_15R5
RB.A56,MB.A16R5,13991.3523,EXT,R,A,EVEN,11,88,LBARA.16R5,LBARA_16R5
RB.A56,MB.B16R5,14007.0123,EXT,R,B,ODD,67,67,LBBRA.16R5,LBBRA_16R5
RB.A56,MB.C16R5,14022.6723,EXT,R,A,EVEN,12,89,LBARB.16R5,LBARB_16R5
RB.A56,MB.A17R5,14044.8023,EXT,R,B,ODD,66,66,LBBRA.17R5,LBBRA_17R5
RB.A56,MB.B17R5,14060.4623,EXT,R,A,EVEN,13,90,LBARA.17R5,LBARA_17R5
RB.A56,MB.C17R5,14076.1223,EXT,R,B,ODD,65,65,LBBRC.17R5,LBBRC_17R5
RB.A56,MB.A18R5,14098.2523,EXT,R,A,EVEN,14,91,LBARA.18R5,LBARA_18R5
RB.A56,MB.B18R5,14113.9123,EXT,R,B,ODD,64,64,LBBRA.18R5,LBBRA_18R5
RB.A56,MB.C18R5,14129.5723,EXT,R,A,EVEN,15,92,LBARB.18R5,LBARB_18R5
RB.A56,MB.A19R5,14151.7023,EXT,R,B,ODD,63,63,LBBRA.19R5,LBBRA_19R5
RB.A56,MB.B19R5,14167.3623,EXT,R,A,EVEN,16,93,LBARA.19R5,LBARA_19R5
RB.A56,MB.C19R5,14183.0223,EXT,R,B,ODD,62,62,LBBRC.19R5,LBBRC_19R5
RB.A56,MB.A20R5,14205.1523,EXT,R,A,EVEN,17,94,LBARA.20R5,LBARA_20R5
RB.A56,MB.B20R5,14220.8123,EXT,R,B,ODD,61,61,LBBRA.20R5,LBBRA_20R5
RB.A56,MB.C20R5,14236.4723,EXT,R,A,EVEN,18,95,LBARB.20R5,LBARB_20R5
RB.A56,MB.A21R5,14258.6023,EXT,R,B,ODD,60,60,LBBRA.21R5,LBBRA_21R5
RB.A56,MB.B21R5,14274.2623,EXT,R,A,EVEN,19,96,LBARA.21R5,LBARA_21R5
RB.A56,MB.C21R5,14289.9223,EXT,R,B,ODD,59,59,LBBRC.21R5,LBBRC_21R5
RB.A56,MB.A22R5,14312.0523,EXT,R,A,EVEN,20,97,LBARA.22R5,LBARA_22R5
RB.A56,MB.B22R5,14327.7123,EXT,R,B,ODD,58,58,LBBRA.22R5,LBBRA_22R5
RB.A56,MB.C22R5,14343.3723,EXT,R,A,EVEN,21,98,LBARB.22R5,LBARB_22R5
RB.A56,MB.A23R5,14365.5023,EXT,R,B,ODD,57,57,LBBRA.23R5,LBBRA_23R5
RB.A56,MB.B23R5,14381.1623,EXT,R,A,EVEN,22,99,LBARA.23R5,LBARA_23R5
RB.A56,MB.C23R5,14396.8223,EXT,R,B,ODD,56,56,LBBRC.23R5,LBBRC_23R5
RB.A56,MB.A24R5,14418.9523,EXT,R,A,EVEN,23,100,LBARA.24R5,LBARA_24R5
RB.A56,MB.B24R5,14434.6123,EXT,R,B,ODD,55,55,LBBRA.24R5,LBBRA_24R5
RB.A56,MB.C24R5,14450.2723,EXT,R,A,EVEN,24,101,LBARB.24R5,LBARB_24R5
RB.A56,MB.A25R5,14472.4023,EXT,R,B,ODD,54,54,LBBRA.25R5,LBBRA_25R5
RB.A56,MB.B25R5,14488.0623,EXT,R,A,EVEN,25,102,LBARA.25R5,LBARA_25R5
RB.A56,MB.C25R5,14503.7223,EXT,R,B,ODD,53,53,LBBRC.25R5,LBBRC_25R5
RB.A56,MB.A26R5,14525.8523,EXT,R,A,EVEN,26,103,LBARA.26R5,LBARA_26R5
RB.A56,MB.B26R5,14541.5123,EXT,R,B,ODD,52,52,LBBRA.26R5,LBBRA_26R5
RB.A56,MB.C26R5,14557.1723,EXT,R,A,EVEN,27,104,LBARB.26R5,LBARB_26R5
RB.A56,MB.A27R5,14579.3023,EXT,R,B,ODD,51,51,LBBRA.27R5,LBBRA_27R5
RB.A56,MB.B27R5,14594.9623,EXT,R,A,EVEN,28,105,LBARA.27R5,LBARA_27R5
RB.A56,MB.C27R5,14610.6223,EXT,R,B,ODD,50,50,LBBRC.27R5,LBBRC_27R5
RB.A56,MB.A28R5,14632.7523,EXT,R,A,EVEN,29,106,LBARA.28R5,LBARA_28R5
RB.A56,MB.B28R5,14648.4123,EXT,R,B,ODD,49,49,LBBRA.28R5,LBBRA_28R5
RB.A56,MB.C28R5,14664.0723,EXT,R,A,EVEN,30,107,LBARB.28R5,LBARB_28R5
RB.A56,MB.A29R5,14686.2023,EXT,R,B,ODD,48,48,LBBRA.29R5,LBBRA_29R5
RB.A56,MB.B29R5,14701.8623,EXT,R,A,EVEN,31,108,LBARA.29R5,LBARA_29R5
RB.A56,MB.C29R5,14717.5223,EXT,R,B,ODD,47,47,LBBRC.29R5,LBBRC_29R5
RB.A56,MB.A30R5,14739.6523,EXT,R,A,EVEN,32,109,LBARA.30R5,LBARA_30R5
RB.A56,MB.B30R5,14755.3123,EXT,R,B,ODD,46,46,LBBRA.30R5,LBBRA_30R5
RB.A56,MB.C30R5,14770.9723,EXT,R,A,EVEN,33,110,LBARB.30R5,LBARB_30R5
RB.A56,MB.A31R5,14793.1023,EXT,R,B,ODD,45,45,LBBRA.31R5,LBBRA_31R5
RB.A56,MB.B31R5,14808.7623,EXT,R,A,EVEN,34,111,LBARA.31R5,LBARA_31R5
RB.A56,MB.C31R5,14824.4223,EXT,R,B,ODD,44,44,LBBRC.31R5,LBBRC_31R5
RB.A56,MB.A32R5,14846.5523,EXT,R,A,EVEN,35,112,LBARA.32R5,LBARA_32R5
RB.A56,MB.B32R5,14862.2123,EXT,R,B,ODD,43,43,LBBRA.32R5,LBBRA_32R5
RB.A56,MB.C32R5,14877.8723,EXT,R,A,EVEN,36,113,LBARB.32R5,LBARB_32R5
RB.A56,MB.A33R5,14900.0023,EXT,R,B,ODD,42,42,LBBRA.33R5,LBBRA_33R5
RB.A56,MB.B33R5,14915.6623,EXT,R,A,EVEN,37,114,LBARA.33R5,LBARA_33R5
RB.A56,MB.C33R5,14931.3223,EXT,R,B,ODD,41,41,LBBRC.33R5,LBBRC_33R5
RB.A56,MB.A34R5,14953.4523,EXT,R,A,EVEN,38,115,LBARA.34R5,LBARA_34R5
RB.A56,MB.B34R5,14969.1123,EXT,R,B,ODD,40,40,LBBRA.34R5,LBBRA_34R5
RB.A56,MB.C34R5,14984.7723,EXT,R,A,EVEN,39,116,LBARB.34R5,LBARB_34R5
RB.A56,MB.C34L6,15006.9023,EXT,R,B,ODD,39,39,LBBRA.34L6,LBBRA_34L6
RB.A56,MB.B34L6,15022.5623,EXT,R,A,EVEN,40,117,LBARA.34L6,LBARA_34L6
RB.A56,MB.A34L6,15038.2223,EXT,R,B,ODD,38,38,LBBRC.34L6,LBBRC_34L6
RB.A56,MB.C33L6,15060.3523,EXT,R,A,EVEN,41,118,LBARA.33L6,LBARA_33L6
RB.A56,MB.B33L6,15076.0123,EXT,R,B,ODD,37,37,LBBRA.33L6,LBBRA_33L6
RB.A56,MB.A33L6,15091.6723,EXT,R,A,EVEN,42,119,LBARB.33L6,LBARB_33L6
RB.A56,MB.C32L6,15113.8023,EXT,R,B,ODD,36,36,LBBRA.32L6,LBBRA_32L6
RB.A56,MB.B32L6,15129.4623,EXT,R,A,EVEN,43,120,LBARA.32L6,LBARA_32L6
RB.A56,MB.A32L6,15145.1223,EXT,R,B,ODD,35,35,LBBRC.32L6,LBBRC_32L6
RB.A56,MB.C31L6,15167.2523,EXT,R,A,EVEN,44,121,LBARA.31L6,LBARA_31L6
RB.A56,MB.B31L6,15182.9123,EXT,R,B,ODD,34,34,LBBRA.31L6,LBBRA_31L6
RB.A56,MB.A31L6,15198.5723,EXT,R,A,EVEN,45,122,LBARB.31L6,LBARB_31L6
RB.A56,MB.C30L6,15220.7023,EXT,R,B,ODD,33,33,LBBRA.30L6,LBBRA_30L6
RB.A56,MB.B30L6,15236.3623,EXT,R,A,EVEN,46,123,LBARA.30L6,LBARA_30L6
RB.A56,MB.A30L6,15252.0223,EXT,R,B,ODD,32,32,LBBRC.30L6,LBBRC_30L6
RB.A56,MB.C29L6,15274.1523,EXT,R,A,EVEN,47,124,LBARA.29L6,LBARA_29L6
RB.A56,MB.B29L6,15289.8123,EXT,R,B,ODD,31,31,LBBRA.29L6,LBBRA_29L6
RB.A56,MB.A29L6,15305.4723,EXT,R,A,EVEN,48,125,LBARB.29L6,LBARB_29L6
RB.A56,MB.C28L6,15327.6023,EXT,R,B,ODD,30,30,LBBRA.28L6,LBBRA_28L6
RB.A56,MB.B28L6,15343.2623,EXT,R,A,EVEN,49,126,LBARA.28L6,LBARA_28L6
RB.A56,MB.A28L6,15358.9223,EXT,R,B,ODD,29,29,LBBRC.28L6,LBBRC_28L6
RB.A56,MB.C27L6,15381.0523,EXT,R,A,EVEN,50,127,LBARA.27L6,LBARA_27L6
RB.A56,MB.B27L6,15396.7123,EXT,R,B,ODD,28,28,LBBRA.27L6,LBBRA_27L6
RB.A56,MB.A27L6,15412.3723,EXT,R,A,EVEN,51,128,LBARB.27L6,LBARB_27L6
RB.A56,MB.C26L6,15434.5023,EXT,R,B,ODD,27,27,LBBRA.26L6,LBBRA_26L6
RB.A56,MB.B26L6,15450.1623,EXT,R,A,EVEN,52,129,LBARA.26L6,LBARA_26L6
RB.A56,MB.A26L6,15465.8223,EXT,R,B,ODD,26,26,LBBRC.26L6,LBBRC_26L6
RB.A56,MB.C25L6,15487.9523,EXT,R,A,EVEN,53,130,LBARA.25L6,LBARA_25L6
RB.A56,MB.B25L6,15503.6123,EXT,R,B,ODD,25,25,LBBRA.25L6,LBBRA_25L6
RB.A56,MB.A25L6,15519.2723,EXT,R,A,EVEN,54,131,LBARB.25L6,LBARB_25L6
RB.A56,MB.C24L6,15541.4023,EXT,R,B,ODD,24,24,LBBRA.24L6,LBBRA_24L6
RB.A56,MB.B24L6,15557.0623,EXT,R,A,EVEN,55,132,LBARA.24L6,LBARA_24L6
RB.A56,MB.A24L6,15572.7223,EXT,R,B,ODD,23,23,LBBRC.24L6,LBBRC_24L6
RB.A56,MB.C23L6,15594.8523,EXT,R,A,EVEN,56,133,LBARA.23L6,LBARA_23L6
RB.A56,MB.B23L6,15610.5123,EXT,R,B,ODD,22,22,LBBRA.23L6,LBBRA_23L6
RB.A56,MB.A23L6,15626.1723,EXT,R,A,EVEN,57,134,LBARB.23L6,LBARB_23L6
RB.A56,MB.C22L6,15648.3023,EXT,R,B,ODD,21,21,LBBRA.22L6,LBBRA_22L6
RB.A56,MB.B22L6,15663.9623,EXT,R,A,EVEN,58,135,LBARA.22L6,LBARA_22L6
RB.A56,MB.A22L6,15679.6223,EXT,R,B,ODD,20,20,LBBRC.22L6,LBBRC_22L6
RB.A56,MB.C21L6,15701.7523,EXT,R,A,EVEN,59,136,LBARA.21L6,LBARA_21L6
RB.A56,MB.B21L6,15717.4123,EXT,R,B,ODD,19,19,LBBRA.21L6,LBBRA_21L6
RB.A56,MB.A21L6,15733.0723,EXT,R,A,EVEN,60,137,LBARB.21L6,LBARB_21L6
RB.A56,MB.C20L6,15755.2023,EXT,R,B,ODD,18,18,LBBRA.20L6,LBBRA_20L6
RB.A56,MB.B20L6,15770.8623,EXT,R,A,EVEN,61,138,LBARA.20L6,LBARA_20L6
RB.A56,MB.A20L6,15786.5223,EXT,R,B,ODD,17,17,LBBRC.20L6,LBBRC_20L6
RB.A56,MB.C19L6,15808.6523,EXT,R,A,EVEN,62,139,LBARA.19L6,LBARA_19L6
RB.A56,MB.B19L6,15824.3123,EXT,R,B,ODD,16,16,LBBRA.19L6,LBBRA_19L6
RB.A56,MB.A19L6,15839.9723,EXT,R,A,EVEN,63,140,LBARB.19L6,LBARB_19L6
RB.A56,MB.C18L6,15862.1023,EXT,R,B,ODD,15,15,LBBRA.18L6,LBBRA_18L6
RB.A56,MB.B18L6,15877.7623,EXT,R,A,EVEN,64,141,LBARA.18L6,LBARA_18L6
RB.A56,MB.A18L6,15893.4223,EXT,R,B,ODD,14,14,LBBRC.18L6,LBBRC_18L6
RB.A56,MB.C17L6,15915.5523,EXT,R,A,EVEN,65,142,LBARA.17L6,LBARA_17L6
RB.A56,MB.B17L6,15931.2123,EXT,R,B,ODD,13,13,LBBRA.17L6,LBBRA_17L6
RB.A56,MB.A17L6,15946.8723,EXT,R,A,EVEN,66,143,LBARB.17L6,LBARB_17L6
RB.A56,MB.C16L6,15969.0023,EXT,R,B,ODD,12,12,LBBRA.16L6,LBBRA_16L6
RB.A56,MB.B16L6,15984.6623,EXT,R,A,EVEN,67,144,LBARA.16L6,LBARA_16L6
RB.A56,MB.A16L6,16000.3223,EXT,R,B,ODD,11,11,LBBRC.16L6,LBBRC_16L6
RB.A56,MB.C15L6,16022.4523,EXT,R,A,EVEN,68,145,LBARA.15L6,LBARA_15L6
RB.A56,MB.B15L6,16038.1123,EXT,R,B,ODD,10,10,LBBRA.15L6,LBBRA_15L6
RB.A56,MB.A15L6,16053.7723,EXT,R,A,EVEN,69,146,LBARB.15L6,LBARB_15L6
RB.A56,MB.C14L6,16075.9023,EXT,R,B,ODD,9,9,LBBRA.14L6,LBBRA_14L6
RB.A56,MB.B14L6,16091.5623,EXT,R,A,EVEN,70,147,LBARA.14L6,LBARA_14L6
RB.A56,MB.A14L6,16107.2223,EXT,R,B,ODD,8,8,LBBRC.14L6,LBBRC_14L6
RB.A56,MB.C13L6,16129.3523,EXT,R,A,EVEN,71,148,LBARA.13L6,LBARA_13L6
RB.A56,MB.B13L6,16145.0123,EXT,R,B,ODD,7,7,LBBRA.13L6,LBBRA_13L6
RB.A56,MB.A13L6,16160.6723,EXT,R,A,EVEN,72,149,LBARB.13L6,LBARB_13L6
RB.A56,MB.C12L6,16182.8023,EXT,R,B,ODD,6,6,LBBRA.12L6,LBBRA_12L6
