circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,t_Start,t_PC,t_EE,R_EE,C_snubber,R_snubber,R_Branch,L_Branch,Length_Busbar,L_Busbar_per_m,L_Busbar,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RQT13.L3B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L3B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L4B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L4B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L5B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L5B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L6B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L6B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L7B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L7B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L8B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L8B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R1B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R1B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R2B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R2B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R3B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R3B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R4B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R4B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R5B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R5B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R6B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R6B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R7B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R7B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R8B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.R8B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A12B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00649,0.05,0,0.2,420.15,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A12B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00628,0.05,0,0.2,420.15,0.65,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A23B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00673,0.05,0,0.2,420.15,0.715,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A23B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00685,0.05,0,0.2,420.15,0.716,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A34B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.0066,0.05,0,0.2,420.15,0.686,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A34B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00711,0.05,0,0.2,420.15,0.685,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A45B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00714,0.05,0,0.2,420.15,0.71,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A45B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00727,0.05,0,0.2,420.15,0.71,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A56B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00378,0.05,0,0.2,420.15,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A56B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00544,0.05,0,0.2,420.15,0.678,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A67B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00311,0.05,0,0.2,420.15,0.668,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A67B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.0025,0.05,0,0.2,420.15,0.671,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A78B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.007,0.05,0,0.2,420.15,0.724,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A78B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00699,0.05,0,0.2,420.15,0.714,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A81B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00774,0.05,0,0.2,420.15,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTD.A81B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00752,0.05,0,0.2,420.15,0.677,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A12B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00674,0.05,0,0.2,420.15,0.702,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A12B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00628,0.05,0,0.2,420.15,0.685,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A23B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00681,0.05,0,0.2,420.15,0.709,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A23B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00711,0.05,0,0.2,420.15,0.674,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A34B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.0068,0.05,0,0.2,420.15,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A34B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00715,0.05,0,0.2,420.15,0.688,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A45B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00705,0.05,0,0.2,420.15,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A45B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00736,0.05,0,0.2,420.15,0.71,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A56B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00357,0.05,0,0.2,420.15,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A56B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00563,0.05,0,0.2,420.15,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A67B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00308,0.05,0,0.2,420.15,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A67B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00254,0.05,0,0.2,420.15,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A78B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00702,0.05,0,0.2,420.15,0.701,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A78B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00703,0.05,0,0.2,420.15,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A81B1,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00772,0.05,0,0.2,420.15,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTF.A81B2,MQT_1AP,8,0.02171,2.00E-09,0.25,0.00739,0.05,0,0.2,420.15,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,2.00E-01,1.00E+01,2.00E+01,4.20E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.L3B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.L3B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.L7B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.L7B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.R3B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.R3B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.R7B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL10.R7B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00178,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E+00,1.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L1B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L1B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L2B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L2B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L3B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L3B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L4B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L4B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L5B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L5B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L6B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L6B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L7B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L7B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L8B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.L8B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.R1B1,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQTL11.R1B2,MQTLI_1AP,1,0.0883,8.10E-09,0.2,0.00251,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,5.00E-01,1.00E+01,2.00E+01,4.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
