circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,t_Start,t_PC,t_EE,R_EE,C_snubber,R_snubber,R_Branch,L_Branch,Length_Busbar,L_Busbar_per_m,L_Busbar,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RSF1.A81B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00731,0.05,0,0.2,430.008,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A81B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00708,0.05,0,0.2,430.008,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A12B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00632,0.05,0,0.2,430.008,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A12B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00613,0.05,0,0.2,430.008,0.665,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A23B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00649,0.05,0,0.2,430.008,0.712,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A23B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00674,0.05,0,0.2,430.008,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A34B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00676,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A34B2,MS_1AP,10,0.029,1.18E-09,0.15,0.0071,0.05,0,0.2,430.008,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A45B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00691,0.05,0,0.2,430.008,0.703,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A45B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00697,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A56B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00375,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A56B2,MS_1AP,10,0.029,1.18E-09,0.15,0.0052,0.05,0,0.2,430.008,0.702,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A67B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00232,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A67B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00623,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A78B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00676,0.05,0,0.2,430.008,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A78B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00661,0.05,0,0.2,430.008,0.728,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A81B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00758,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A81B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00732,0.05,0,0.2,430.008,0.688,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A12B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00362,0.05,0,0.2,460.017,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A12B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00381,0.05,0,0.2,460.017,0.694,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A23B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00564,0.05,0,0.2,460.017,0.693,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A23B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00544,0.05,0,0.2,460.017,0.716,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A34B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00359,0.05,0,0.2,460.017,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A34B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00363,0.05,0,0.2,460.017,0.709,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A45B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.0033,0.05,0,0.2,460.017,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A45B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00307,0.05,0,0.2,460.017,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A56B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00333,0.05,0,0.2,460.017,0.676,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A56B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00331,0.05,0,0.2,460.017,0.711,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A67B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.0026,0.05,0,0.2,460.017,0.71,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A67B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00275,0.05,0,0.2,460.017,0.702,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A78B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00267,0.05,0,0.2,460.017,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A78B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00243,0.05,0,0.2,460.017,0.668,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A81B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00342,0.05,0,0.2,460.017,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A81B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00345,0.05,0,0.2,460.017,0.689,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RU.L4,MU,1,0,0,0.05,0.00352,0,0,0,0,0.701,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E-01,1.00E-02,1.00E+01,2.00E+01,2.00E-01,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RU.R4,MU,1,0,0,0.05,0.0047,0,0,0,0,0.702,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,3.00E-01,1.00E-02,1.00E+01,2.00E+01,2.00E-01,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A12B1,MO_1AP,13,0.001577119,3.00E-08,1000000000,0.003788485,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4115.2714,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A12B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003719335,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3797.6114,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A23B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.007919939,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3790.3354,8.00E-07,3.03E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A23B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.007315409,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4107.2354,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A34B1,MO_1AP,11,0.001577298,3.00E-08,1000000000,0.005091107,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,17858.011,8.00E-07,1.43E-02,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A34B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.005295524,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,15613.645,8.00E-07,1.25E-02,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A45B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003201749,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3804.6554,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A45B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003163841,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4122.3154,8.00E-07,3.30E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A56B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003085357,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4115.2714,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A56B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003354538,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3797.6114,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A67B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.002755875,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3786.5354,8.00E-07,3.03E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A67B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.002706031,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4111.0354,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A78B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.002471691,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4100.1914,8.00E-07,3.28E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A78B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.00220504,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3783.2914,8.00E-07,3.03E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A81B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003139001,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3804.6554,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROD.A81B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003134514,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4122.3154,8.00E-07,3.30E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A12B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.00382253,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3795.3314,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A12B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003917144,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4118.3114,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A23B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.007567416,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4111.0354,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A23B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.007102312,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3786.5354,8.00E-07,3.03E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A34B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.005233864,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,17537.311,8.00E-07,1.40E-02,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A34B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.00500055,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,17858.545,8.00E-07,1.43E-02,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A45B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003262957,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4125.3554,8.00E-07,3.30E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A45B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003132522,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3802.3754,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A56B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003161127,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3795.3314,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A56B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003399909,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4118.3114,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A67B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.002961921,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4107.2354,8.00E-07,3.29E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A67B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.002827751,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3790.3354,8.00E-07,3.03E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A78B1,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.002639977,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3779.4914,8.00E-07,3.02E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A78B2,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.002381081,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4103.9914,8.00E-07,3.28E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A81B1,MO_1AP,13,0.001577298,3.00E-08,1000000000,0.003241276,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,4125.3554,8.00E-07,3.30E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
ROF.A81B2,MO_1AP,8,0.001577298,3.00E-08,1000000000,0.003138964,0.05,0,0.2,250.02,0.7,0.0008,1,0.00044,1.00E-06,3802.3754,8.00E-07,3.04E-03,0.00E+00,2.50E+02,5.50E+02,5.00E+00,1.00E-01,1.00E+01,2.00E+01,2.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.L1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.R1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.L2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.R2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.L5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV1.R5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.L1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.R1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.L2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.R2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.L5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.R5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV2.L8,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
