Circuit,Magnet,Position,Beam,Aperture,#Electric_circuit,Cryostat,Cryostat2
RQF.A45,MQ.25L5,12144.0959,B2,EXT,31,LQOAQ.25L5,LQOAQ_25L5
RQF.A45,MQ.24L5,12197.5459,B1,INT,17,LQOAH.24L5,LQOAH_24L5
RQF.A45,MQ.23L5,12250.9959,B2,EXT,30,LQASC.23L5,LQASC_23L5
RQF.A45,MQ.22L5,12304.4459,B1,INT,18,LQOAH.22L5,LQOAH_22L5
RQF.A45,MQ.21L5,12357.8959,B2,EXT,29,LQATL.21L5,LQATL_21L5
RQF.A45,MQ.20L5,12411.3459,B1,INT,19,LQATI.20L5,LQATI_20L5
RQF.A45,MQ.19L5,12464.7959,B2,EXT,28,LQATP.19L5,LQATP_19L5
RQF.A45,MQ.18L5,12518.2459,B1,INT,20,LQATI.18L5,LQATI_18L5
RQF.A45,MQ.17L5,12571.6959,B2,EXT,27,LQATL.17L5,LQATL_17L5
RQF.A45,MQ.16L5,12625.1459,B1,INT,21,LQATI.16L5,LQATI_16L5
RQF.A45,MQ.15L5,12678.5959,B2,EXT,26,LQATP.15L5,LQATP_15L5
RQF.A45,MQ.14L5,12732.0459,B1,INT,22,LQATI.14L5,LQATI_14L5
RQF.A45,MQ.13L5,12785.4959,B2,EXT,25,LQATL.13L5,LQATL_13L5
RQF.A45,MQ.12L5,12838.9459,B1,INT,23,LQATI.12L5,LQATI_12L5
RQF.A45,MQ.11L5,12892.1809,B2,EXT,24,LQTCA.11L5,LQTCA_11L5
RQF.A56,MQ.11R5,13764.9973,B1,EXT,24,LQTCH.11R5,LQTCH_11R5
RQF.A56,MQ.12R5,13819.9373,B2,INT,23,LQATH.12R5,LQATH_12R5
RQF.A56,MQ.13R5,13873.3873,B1,EXT,25,LQATM.13R5,LQATM_13R5
RQF.A56,MQ.14R5,13926.8373,B2,INT,22,LQATH.14R5,LQATH_14R5
RQF.A56,MQ.15R5,13980.2873,B1,EXT,26,LQATQ.15R5,LQATQ_15R5
RQF.A56,MQ.16R5,14033.7373,B2,INT,21,LQATH.16R5,LQATH_16R5
RQF.A56,MQ.17R5,14087.1873,B1,EXT,27,LQATM.17R5,LQATM_17R5
RQF.A56,MQ.18R5,14140.6373,B2,INT,20,LQATH.18R5,LQATH_18R5
RQF.A56,MQ.19R5,14194.0873,B1,EXT,28,LQATQ.19R5,LQATQ_19R5
RQF.A56,MQ.20R5,14247.5373,B2,INT,19,LQATH.20R5,LQATH_20R5
RQF.A56,MQ.21R5,14300.9873,B1,EXT,29,LQATM.21R5,LQATM_21R5
RQF.A56,MQ.22R5,14354.4373,B2,INT,18,LQOAG.22R5,LQOAG_22R5
RQF.A56,MQ.23R5,14407.8873,B1,EXT,30,LQASE.23R5,LQASE_23R5
RQF.A56,MQ.24R5,14461.3373,B2,INT,17,LQOAG.24R5,LQOAG_24R5
RQF.A56,MQ.25R5,14514.7873,B1,EXT,31,LQOAR.25R5,LQOAR_25R5
RQF.A56,MQ.26R5,14568.2373,B2,INT,16,LQOAG.26R5,LQOAG_26R5
RQF.A56,MQ.27R5,14621.6873,B1,EXT,32,LQASE.27R5,LQASE_27R5
RQF.A56,MQ.28R5,14675.1373,B2,INT,15,LQOAG.28R5,LQOAG_28R5
RQF.A56,MQ.29R5,14728.5873,B1,EXT,33,LQOBF.29R5,LQOBF_29R5
RQF.A56,MQ.30R5,14782.0373,B2,INT,14,LQOAM.30R5,LQOAM_30R5
RQF.A56,MQ.31R5,14835.4873,B1,EXT,34,LQOAV.31R5,LQOAV_31R5
RQF.A56,MQ.32R5,14888.9373,B2,INT,13,LQOAG.32R5,LQOAG_32R5
RQF.A56,MQ.33R5,14942.3873,B1,EXT,35,LQOBJ.33R5,LQOBJ_33R5
RQF.A56,MQ.34R5,14995.8373,B2,INT,12,LQOAM.34R5,LQOAM_34R5
RQF.A56,MQ.33L6,15049.2873,B1,EXT,36,LQOBF.33L6,LQOBF_33L6
RQF.A56,MQ.32L6,15102.7373,B2,INT,11,LQOAM.32L6,LQOAM_32L6
RQF.A56,MQ.31L6,15156.1873,B1,EXT,37,LQOAV.31L6,LQOAV_31L6
RQF.A56,MQ.30L6,15209.6373,B2,INT,10,LQOAG.30L6,LQOAG_30L6
RQF.A56,MQ.29L6,15263.0873,B1,EXT,38,LQOBF.29L6,LQOBF_29L6
RQF.A56,MQ.28L6,15316.5373,B2,INT,9,LQOAM.28L6,LQOAM_28L6
RQF.A56,MQ.27L6,15369.9873,B1,EXT,39,LQASE.27L6,LQASE_27L6
RQF.A56,MQ.26L6,15423.4373,B2,INT,8,LQOAG.26L6,LQOAG_26L6
RQF.A56,MQ.25L6,15476.8873,B1,EXT,40,LQOAR.25L6,LQOAR_25L6
RQF.A56,MQ.24L6,15530.3373,B2,INT,7,LQOAG.24L6,LQOAG_24L6
RQF.A56,MQ.23L6,15583.7873,B1,EXT,41,LQASE.23L6,LQASE_23L6
RQF.A56,MQ.22L6,15637.2373,B2,INT,6,LQOAG.22L6,LQOAG_22L6
RQF.A56,MQ.21L6,15690.6873,B1,EXT,42,LQATM.21L6,LQATM_21L6
RQF.A56,MQ.20L6,15744.1373,B2,INT,5,LQATH.20L6,LQATH_20L6
RQF.A56,MQ.19L6,15797.5873,B1,EXT,43,LQATQ.19L6,LQATQ_19L6
RQF.A56,MQ.18L6,15851.0373,B2,INT,4,LQATH.18L6,LQATH_18L6
RQF.A56,MQ.17L6,15904.4873,B1,EXT,44,LQATM.17L6,LQATM_17L6
RQF.A56,MQ.16L6,15957.9373,B2,INT,3,LQATH.16L6,LQATH_16L6
RQF.A56,MQ.15L6,16011.3873,B1,EXT,45,LQATQ.15L6,LQATQ_15L6
RQF.A56,MQ.14L6,16064.8373,B2,INT,2,LQATH.14L6,LQATH_14L6
RQF.A56,MQ.13L6,16118.2873,B1,EXT,46,LQATM.13L6,LQATM_13L6
RQF.A56,MQ.12L6,16171.7373,B2,INT,1,LQATH.12L6,LQATH_12L6
RQF.A56,MQ.11L6,16224.9723,B1,EXT,47,LQTCH.11L6,LQTCH_11L6
RQF.A67,MQ.11R6,17096.9267,B2,INT,51,LQTCL.11R6,LQTCL_11R6
RQF.A67,MQ.12R6,17151.8667,B1,EXT,1,LQATT.12R6,LQATT_12R6
RQF.A67,MQ.13R6,17205.3167,B2,INT,50,LQATB.13R6,LQATB_13R6
RQF.A67,MQ.14R6,17258.7667,B1,EXT,2,LQATT.14R6,LQATT_14R6
RQF.A67,MQ.15R6,17312.2167,B2,INT,49,LQATE.15R6,LQATE_15R6
RQF.A67,MQ.16R6,17365.6667,B1,EXT,3,LQATT.16R6,LQATT_16R6
RQF.A67,MQ.17R6,17419.1167,B2,INT,48,LQATB.17R6,LQATB_17R6
RQF.A67,MQ.18R6,17472.5667,B1,EXT,4,LQATT.18R6,LQATT_18R6
RQF.A67,MQ.19R6,17526.0167,B2,INT,47,LQATE.19R6,LQATE_19R6
RQF.A67,MQ.20R6,17579.4667,B1,EXT,5,LQATT.20R6,LQATT_20R6
RQF.A67,MQ.21R6,17632.9167,B2,INT,46,LQATB.21R6,LQATB_21R6
RQF.A67,MQ.22R6,17686.3667,B1,EXT,6,LQOBB.22R6,LQOBB_22R6
RQF.A67,MQ.23R6,17739.8167,B2,INT,45,LQASA.23R6,LQASA_23R6
RQF.A67,MQ.24R6,17793.2667,B1,EXT,7,LQOBB.24R6,LQOBB_24R6
RQF.A67,MQ.25R6,17846.7167,B2,INT,44,LQOAB.25R6,LQOAB_25R6
RQF.A67,MQ.26R6,17900.1667,B1,EXT,8,LQOBB.26R6,LQOBB_26R6
RQF.A67,MQ.27R6,17953.6167,B2,INT,43,LQASA.27R6,LQASA_27R6
RQF.A67,MQ.28R6,18007.0667,B1,EXT,9,LQOBB.28R6,LQOBB_28R6
RQF.A67,MQ.29R6,18060.5167,B2,INT,42,LQOAJ.29R6,LQOAJ_29R6
RQF.A67,MQ.30R6,18113.9667,B1,EXT,10,LQOBL.30R6,LQOBL_30R6
RQF.A67,MQ.31R6,18167.4167,B2,INT,41,LQOAD.31R6,LQOAD_31R6
RQF.A67,MQ.32R6,18220.8667,B1,EXT,11,LQOBB.32R6,LQOBB_32R6
RQF.A67,MQ.33R6,18274.3167,B2,INT,40,LQOAL.33R6,LQOAL_33R6
RQF.A67,MQ.34R6,18327.7667,B1,EXT,12,LQOBL.34R6,LQOBL_34R6
RQF.A67,MQ.33L7,18381.2167,B2,INT,39,LQOAJ.33L7,LQOAJ_33L7
RQF.A67,MQ.32L7,18434.6667,B1,EXT,13,LQOBL.32L7,LQOBL_32L7
RQF.A67,MQ.31L7,18488.1167,B2,INT,38,LQOAD.31L7,LQOAD_31L7
RQF.A67,MQ.30L7,18541.5667,B1,EXT,14,LQOBB.30L7,LQOBB_30L7
RQF.A67,MQ.29L7,18595.0167,B2,INT,37,LQOAJ.29L7,LQOAJ_29L7
RQF.A67,MQ.28L7,18648.4667,B1,EXT,15,LQOBL.28L7,LQOBL_28L7
RQF.A67,MQ.27L7,18701.9167,B2,INT,36,LQASA.27L7,LQASA_27L7
RQF.A67,MQ.26L7,18755.3667,B1,EXT,16,LQOBB.26L7,LQOBB_26L7
RQF.A67,MQ.25L7,18808.8167,B2,INT,35,LQOAB.25L7,LQOAB_25L7
RQF.A67,MQ.24L7,18862.2667,B1,EXT,17,LQOBB.24L7,LQOBB_24L7
RQF.A67,MQ.23L7,18915.7167,B2,INT,34,LQASA.23L7,LQASA_23L7
RQF.A67,MQ.22L7,18969.1667,B1,EXT,18,LQOBB.22L7,LQOBB_22L7
RQF.A67,MQ.21L7,19022.6167,B2,INT,33,LQATB.21L7,LQATB_21L7
RQF.A67,MQ.20L7,19076.0667,B1,EXT,19,LQATT.20L7,LQATT_20L7
RQF.A67,MQ.19L7,19129.5167,B2,INT,32,LQATE.19L7,LQATE_19L7
RQF.A67,MQ.18L7,19182.9667,B1,EXT,20,LQATT.18L7,LQATT_18L7
RQF.A67,MQ.17L7,19236.4167,B2,INT,31,LQATB.17L7,LQATB_17L7
RQF.A67,MQ.16L7,19289.8667,B1,EXT,21,LQATT.16L7,LQATT_16L7
RQF.A67,MQ.15L7,19343.3167,B2,INT,30,LQATE.15L7,LQATE_15L7
RQF.A67,MQ.14L7,19396.7667,B1,EXT,22,LQATT.14L7,LQATT_14L7
RQF.A67,MQ.13L7,19450.2167,B2,INT,29,LQATB.13L7,LQATB_13L7
RQF.A67,MQ.12L7,19503.6667,B1,EXT,23,LQATT.12L7,LQATT_12L7
RQF.A67,MQ.11L7,19556.9017,B2,INT,28,LQTCL.11L7,LQTCL_11L7
RQF.A67,MQ.10L7,19609.6834,B1,EXT,24,LQTCO.10L7,LQTCO_10L7
RQF.A67,MQ.9L7,19648.7494,B2,INT,27,LQTEB.9L7,LQTEB_09L7
RQF.A67,MQ.8L7,19689.2134,B1,EXT,25,LQTCO.8L7,LQTCO_08L7
RQF.A67,MQ.7L7,19728.2784,B2,INT,26,LQTAD.7L7,LQTAD_7L7
RQF.A78,MQ.7R7,20258.3414,B1,EXT,26,LQTAC.7R7,LQTAC_7R7
RQF.A78,MQ.8R7,20297.4064,B2,INT,25,LQTBB.8R7,LQTBB_08R7
RQF.A78,MQ.9R7,20336.4724,B1,EXT,27,LQTEC.9R7,LQTEC_09R7
RQF.A78,MQ.10R7,20376.9364,B2,INT,24,LQTBB.10R7,LQTBB_10R7
RQF.A78,MQ.11R7,20429.7181,B1,EXT,28,LQTCH.11R7,LQTCH_11R7
RQF.A78,MQ.12R7,20484.6581,B2,INT,23,LQATH.12R7,LQATH_12R7
RQF.A78,MQ.13R7,20538.1081,B1,EXT,29,LQATM.13R7,LQATM_13R7
RQF.A78,MQ.14R7,20591.5581,B2,INT,22,LQATH.14R7,LQATH_14R7
RQF.A78,MQ.15R7,20645.0081,B1,EXT,30,LQATQ.15R7,LQATQ_15R7
RQF.A78,MQ.16R7,20698.4581,B2,INT,21,LQATH.16R7,LQATH_16R7
RQF.A78,MQ.17R7,20751.9081,B1,EXT,31,LQATM.17R7,LQATM_17R7
RQF.A78,MQ.18R7,20805.3581,B2,INT,20,LQATH.18R7,LQATH_18R7
RQF.A78,MQ.19R7,20858.8081,B1,EXT,32,LQATQ.19R7,LQATQ_19R7
RQF.A78,MQ.20R7,20912.2581,B2,INT,19,LQATH.20R7,LQATH_20R7
RQF.A78,MQ.21R7,20965.7081,B1,EXT,33,LQATM.21R7,LQATM_21R7
RQF.A78,MQ.22R7,21019.1581,B2,INT,18,LQOAG.22R7,LQOAG_22R7
RQF.A78,MQ.23R7,21072.6081,B1,EXT,34,LQASE.23R7,LQASE_23R7
RQF.A78,MQ.24R7,21126.0581,B2,INT,17,LQOAG.24R7,LQOAG_24R7
RQF.A78,MQ.25R7,21179.5081,B1,EXT,35,LQOAR.25R7,LQOAR_25R7
RQF.A78,MQ.26R7,21232.9581,B2,INT,16,LQOAG.26R7,LQOAG_26R7
RQF.A78,MQ.27R7,21286.4081,B1,EXT,36,LQASE.27R7,LQASE_27R7
RQF.A78,MQ.28R7,21339.8581,B2,INT,15,LQOAG.28R7,LQOAG_28R7
RQF.A78,MQ.29R7,21393.3081,B1,EXT,37,LQOBF.29R7,LQOBF_29R7
RQF.A78,MQ.30R7,21446.7581,B2,INT,14,LQOAM.30R7,LQOAM_30R7
RQF.A78,MQ.31R7,21500.2081,B1,EXT,38,LQOAV.31R7,LQOAV_31R7
RQF.A78,MQ.32R7,21553.6581,B2,INT,13,LQOAG.32R7,LQOAG_32R7
RQF.A78,MQ.33R7,21607.1081,B1,EXT,39,LQOBJ.33R7,LQOBJ_33R7
RQF.A78,MQ.34R7,21660.5581,B2,INT,12,LQOAM.34R7,LQOAM_34R7
RQF.A78,MQ.33L8,21714.0081,B1,EXT,40,LQOBF.33L8,LQOBF_33L8
RQF.A78,MQ.32L8,21767.4581,B2,INT,11,LQOAM.32L8,LQOAM_32L8
RQF.A78,MQ.31L8,21820.9081,B1,EXT,41,LQOAV.31L8,LQOAV_31L8
RQF.A78,MQ.30L8,21874.3581,B2,INT,10,LQOAG.30L8,LQOAG_30L8
RQF.A78,MQ.29L8,21927.8081,B1,EXT,42,LQOBF.29L8,LQOBF_29L8
RQF.A78,MQ.28L8,21981.2581,B2,INT,9,LQOAM.28L8,LQOAM_28L8
RQF.A78,MQ.27L8,22034.7081,B1,EXT,43,LQASE.27L8,LQASE_27L8
RQF.A78,MQ.26L8,22088.1581,B2,INT,8,LQOAG.26L8,LQOAG_26L8
RQF.A78,MQ.25L8,22141.6081,B1,EXT,44,LQOBN.25L8,LQOBN_25L8
RQF.A78,MQ.24L8,22195.0581,B2,INT,7,LQOAG.24L8,LQOAG_24L8
RQF.A78,MQ.23L8,22248.5081,B1,EXT,45,LQASF.23L8,LQASF_23L8
RQF.A78,MQ.22L8,22301.9581,B2,INT,6,LQOAG.22L8,LQOAG_22L8
RQF.A78,MQ.21L8,22355.4081,B1,EXT,46,LQATK.21L8,LQATK_21L8
RQF.A78,MQ.20L8,22408.8581,B2,INT,5,LQATH.20L8,LQATH_20L8
RQF.A78,MQ.19L8,22462.3081,B1,EXT,47,LQATO.19L8,LQATO_19L8
RQF.A78,MQ.18L8,22515.7581,B2,INT,4,LQATH.18L8,LQATH_18L8
RQF.A78,MQ.17L8,22569.2081,B1,EXT,48,LQATK.17L8,LQATK_17L8
RQF.A78,MQ.16L8,22622.6581,B2,INT,3,LQATH.16L8,LQATH_16L8
RQF.A78,MQ.15L8,22676.1081,B1,EXT,49,LQATO.15L8,LQATO_15L8
RQF.A78,MQ.14L8,22729.5581,B2,INT,2,LQATH.14L8,LQATH_14L8
RQF.A78,MQ.13L8,22783.0081,B1,EXT,50,LQATK.13L8,LQATK_13L8
RQF.A78,MQ.12L8,22836.4581,B2,INT,1,LQATH.12L8,LQATH_12L8
RQF.A78,MQ.11L8,22889.6931,B1,EXT,51,LQTCG.11L8,LQTCG_11L8
RQF.A81,MQ.11R8,23761.6475,B2,EXT,47,LQTCC.11R8,LQTCC_11R8
RQF.A81,MQ.12R8,23816.5875,B1,INT,1,LQATI.12R8,LQATI_12R8
RQF.A81,MQ.13R8,23870.0375,B2,EXT,46,LQATJ.13R8,LQATJ_13R8
RQF.A81,MQ.14R8,23923.4875,B1,INT,2,LQATI.14R8,LQATI_14R8
RQF.A81,MQ.15R8,23976.9375,B2,EXT,45,LQATN.15R8,LQATN_15R8
RQF.A81,MQ.16R8,24030.3875,B1,INT,3,LQATI.16R8,LQATI_16R8
RQF.A81,MQ.17R8,24083.8375,B2,EXT,44,LQATJ.17R8,LQATJ_17R8
RQF.A81,MQ.18R8,24137.2875,B1,INT,4,LQATI.18R8,LQATI_18R8
RQF.A81,MQ.19R8,24190.7375,B2,EXT,43,LQATN.19R8,LQATN_19R8
RQF.A81,MQ.20R8,24244.1875,B1,INT,5,LQATI.20R8,LQATI_20R8
RQF.A81,MQ.21R8,24297.6375,B2,EXT,42,LQATJ.21R8,LQATJ_21R8
RQF.A81,MQ.22R8,24351.0875,B1,INT,6,LQOAH.22R8,LQOAH_22R8
RQF.A81,MQ.23R8,24404.5375,B2,EXT,41,LQASD.23R8,LQASD_23R8
RQF.A81,MQ.24R8,24457.9875,B1,INT,7,LQOAH.24R8,LQOAH_24R8
RQF.A81,MQ.25R8,24511.4375,B2,EXT,40,LQOAO.25R8,LQOAO_25R8
RQF.A81,MQ.26R8,24564.8875,B1,INT,8,LQOAH.26R8,LQOAH_26R8
RQF.A81,MQ.27R8,24618.3375,B2,EXT,39,LQASD.27R8,LQASD_27R8
RQF.A81,MQ.28R8,24671.7875,B1,INT,9,LQOAH.28R8,LQOAH_28R8
RQF.A81,MQ.29R8,24725.2375,B2,EXT,38,LQOBC.29R8,LQOBC_29R8
RQF.A81,MQ.30R8,24778.6875,B1,INT,10,LQOAN.30R8,LQOAN_30R8
RQF.A81,MQ.31R8,24832.1375,B2,EXT,37,LQOAS.31R8,LQOAS_31R8
RQF.A81,MQ.32R8,24885.5875,B1,INT,11,LQOAH.32R8,LQOAH_32R8
RQF.A81,MQ.33R8,24939.0375,B2,EXT,36,LQOBG.33R8,LQOBG_33R8
RQF.A81,MQ.34R8,24992.4875,B1,INT,12,LQOAN.34R8,LQOAN_34R8
RQF.A81,MQ.33L1,25045.9375,B2,EXT,35,LQOBC.33L1,LQOBC_33L1
RQF.A81,MQ.32L1,25099.3875,B1,INT,13,LQOAN.32L1,LQOAN_32L1
RQF.A81,MQ.31L1,25152.8375,B2,EXT,34,LQOAS.31L1,LQOAS_31L1
RQF.A81,MQ.30L1,25206.2875,B1,INT,14,LQOAH.30L1,LQOAH_30L1
RQF.A81,MQ.29L1,25259.7375,B2,EXT,33,LQOBC.29L1,LQOBC_29L1
RQF.A81,MQ.28L1,25313.1875,B1,INT,15,LQOAN.28L1,LQOAN_28L1
RQF.A81,MQ.27L1,25366.6375,B2,EXT,32,LQASD.27L1,LQASD_27L1
RQF.A81,MQ.26L1,25420.0875,B1,INT,16,LQOAH.26L1,LQOAH_26L1
RQF.A81,MQ.25L1,25473.5375,B2,EXT,31,LQOAO.25L1,LQOAO_25L1
RQF.A81,MQ.24L1,25526.9875,B1,INT,17,LQOAH.24L1,LQOAH_24L1
RQF.A81,MQ.23L1,25580.4375,B2,EXT,30,LQASD.23L1,LQASD_23L1
RQF.A81,MQ.22L1,25633.8875,B1,INT,18,LQOAH.22L1,LQOAH_22L1
RQF.A81,MQ.21L1,25687.3375,B2,EXT,29,LQATJ.21L1,LQATJ_21L1
RQF.A81,MQ.20L1,25740.7875,B1,INT,19,LQATI.20L1,LQATI_20L1
RQF.A81,MQ.19L1,25794.2375,B2,EXT,28,LQATN.19L1,LQATN_19L1
RQF.A81,MQ.18L1,25847.6875,B1,INT,20,LQATI.18L1,LQATI_18L1
RQF.A81,MQ.17L1,25901.1375,B2,EXT,27,LQATJ.17L1,LQATJ_17L1
RQF.A81,MQ.16L1,25954.5875,B1,INT,21,LQATI.16L1,LQATI_16L1
RQF.A81,MQ.15L1,26008.0375,B2,EXT,26,LQATN.15L1,LQATN_15L1
RQF.A81,MQ.14L1,26061.4875,B1,INT,22,LQATI.14L1,LQATI_14L1
RQF.A81,MQ.13L1,26114.9375,B2,EXT,25,LQATV.13L1,LQATV_13L1
RQF.A81,MQ.12L1,26168.3875,B1,INT,23,LQATI.12L1,LQATI_12L1
RQF.A81,MQ.11L1,26221.6225,B2,EXT,24,LQTCD.11L1,LQTCD_11L1
