circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,R_ground,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBH17.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.052782488,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018491317,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047989412,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.013847045,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062661402,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.066169516,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.059543525,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.063856922,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062987825,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062191009,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.023497881,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH17.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.063483616,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.059491027,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062768493,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062623711,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.063178671,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.065286905,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062265489,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062200598,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.061346987,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.013814162,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048845979,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047819176,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.016284933,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.045621473,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048071915,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.050054435,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH18.R8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.047881469,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.04866383,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048231466,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.04971046,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.049098493,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.052314517,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.049223942,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047965239,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.049496012,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062794132,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.064577444,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.059669263,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.065158359,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.06030171,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062343724,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.064972499,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH19.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.061767024,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.059629175,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062654444,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.064661759,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062741095,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.065185698,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.022879962,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.061979369,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.060646431,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.045655742,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.051549462,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047418843,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.05157205,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047205898,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048208736,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.051334183,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH20.R8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.051112626,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047768439,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048341374,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.049142312,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048669332,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.052266899,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.049332558,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047827676,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.050574673,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062718942,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.067723928,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.061301432,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.064107015,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.022263717,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062081371,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.063947787,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH21.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.06167642,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.061399969,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062661437,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.063229653,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062848231,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.065194517,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062242856,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018333052,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.021881492,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.046079703,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.050586617,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047558654,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.050628988,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047944055,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048343533,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.051268054,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH22.R8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048967624,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.04822801,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048921599,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.049002344,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048673408,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.016628979,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.014503151,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.048168379,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.047950195,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH23.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062732785,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
