Algo, Node Num, Edge Num, Time
RLF, 8, 22, 4.8141e-05
Brute Force, 8, 23, 0.034168215
Greedy, 8, 23, 3.4765e-05
RLF, 8, 23, 5.1078e-05
Brute Force, 8, 24, 0.011556499
Greedy, 8, 24, 3.3915e-05
RLF, 8, 24, 5.1529e-05
Brute Force, 8, 25, 0.053712537
Greedy, 8, 25, 3.7952e-05
RLF, 8, 25, 5.6151e-05
Brute Force, 8, 26, 0.187875984
Greedy, 8, 26, 3.7218e-05
RLF, 8, 26, 5.429e-05
Brute Force, 8, 27, 0.153738927
Greedy, 8, 27, 4.0402e-05
RLF, 8, 27, 5.9237e-05
Brute Force, 8, 28, 0.048977892
Greedy, 8, 28, 3.9389e-05
RLF, 8, 28, 5.8676e-05
Brute Force, 8, 29, 0.0
Greedy, 8, 29, 0.0
RLF, 8, 29, 0.0
Brute Force, 8, 30, 0.0
Greedy, 8, 30, 0.0
RLF, 8, 30, 0.0
Brute Force, 8, 31, 0.0
Greedy, 8, 31, 0.0
RLF, 8, 31, 0.0
Brute Force, 8, 32, 0.0
Greedy, 8, 32, 0.0
RLF, 8, 32, 0.0
Brute Force, 8, 33, 0.0
Greedy, 8, 33, 0.0
RLF, 8, 33, 0.0
Brute Force, 8, 34, 0.0
Greedy, 8, 34, 0.0
RLF, 8, 34, 0.0
Brute Force, 8, 35, 0.0
Greedy, 8, 35, 0.0
RLF, 8, 35, 0.0
Brute Force, 8, 36, 0.0
Greedy, 8, 36, 0.0
RLF, 8, 36, 0.0
Brute Force, 9, 1, 2.0067e-05
Greedy, 9, 1, 1.3471e-05
RLF, 9, 1, 1.9678e-05
Brute Force, 9, 2, 2.0679e-05
Greedy, 9, 2, 1.498e-05
RLF, 9, 2, 2.1945e-05
Brute Force, 9, 3, 0.000185066
Greedy, 9, 3, 1.4987e-05
RLF, 9, 3, 2.1519e-05
Brute Force, 9, 4, 3.0044e-05
Greedy, 9, 4, 1.7602e-05
RLF, 9, 4, 2.4164e-05
Brute Force, 9, 5, 0.000353711
Greedy, 9, 5, 1.7451e-05
RLF, 9, 5, 2.5231e-05
Brute Force, 9, 6, 0.000379554
Greedy, 9, 6, 2.1462e-05
RLF, 9, 6, 2.866e-05
Brute Force, 9, 7, 8.8173e-05
Greedy, 9, 7, 2.1813e-05
RLF, 9, 7, 2.8179e-05
Brute Force, 9, 8, 0.000156509
Greedy, 9, 8, 2.184e-05
RLF, 9, 8, 3.1243e-05
Brute Force, 9, 9, 0.000210393
Greedy, 9, 9, 2.3335e-05
RLF, 9, 9, 3.2842e-05
Brute Force, 9, 10, 0.007901171
Greedy, 9, 10, 2.4432e-05
RLF, 9, 10, 3.3894e-05
Brute Force, 9, 11, 0.002632748
Greedy, 9, 11, 2.4071e-05
RLF, 9, 11, 3.4639e-05
Brute Force, 9, 12, 0.0008249
Greedy, 9, 12, 2.556e-05
RLF, 9, 12, 3.6695e-05
Brute Force, 9, 13, 0.000213787
Greedy, 9, 13, 2.5167e-05
RLF, 9, 13, 3.833e-05
Brute Force, 9, 14, 0.017524717
Greedy, 9, 14, 2.6573e-05
RLF, 9, 14, 3.8671e-05
Brute Force, 9, 15, 0.003474494
Greedy, 9, 15, 2.9847e-05
RLF, 9, 15, 4.2164e-05
Brute Force, 9, 16, 0.000864923
Greedy, 9, 16, 2.9351e-05
RLF, 9, 16, 4.22e-05
Brute Force, 9, 17, 0.002243744
Greedy, 9, 17, 3.3656e-05
RLF, 9, 17, 4.4428e-05
Brute Force, 9, 18, 0.038497239
Greedy, 9, 18, 3.2344e-05
RLF, 9, 18, 4.9935e-05
Brute Force, 9, 19, 0.004720186
Greedy, 9, 19, 3.2907e-05
RLF, 9, 19, 4.8095e-05
Brute Force, 9, 20, 0.067768718
Greedy, 9, 20, 3.4135e-05
RLF, 9, 20, 4.953e-05
Brute Force, 9, 21, 0.007120183
Greedy, 9, 21, 3.6719e-05
RLF, 9, 21, 5.3075e-05
Brute Force, 9, 22, 0.042199219
Greedy, 9, 22, 3.7131e-05
RLF, 9, 22, 5.267e-05
Brute Force, 9, 23, 0.039454867
Greedy, 9, 23, 3.5979e-05
RLF, 9, 23, 5.2404e-05
Brute Force, 9, 24, 0.048004304
Greedy, 9, 24, 3.745e-05
RLF, 9, 24, 5.4198e-05
Brute Force, 9, 25, 0.059829862
Greedy, 9, 25, 4.1441e-05
RLF, 9, 25, 6.0668e-05
Brute Force, 9, 26, 0.052362004
Greedy, 9, 26, 3.8911e-05
RLF, 9, 26, 5.699e-05
Brute Force, 9, 27, 0.298950092
Greedy, 9, 27, 4.3096e-05
RLF, 9, 27, 6.813e-05
Brute Force, 9, 28, 0.012148814
Greedy, 9, 28, 3.9928e-05
RLF, 9, 28, 5.9618e-05
Brute Force, 9, 29, 0.29057225
Greedy, 9, 29, 4.6632e-05
RLF, 9, 29, 6.8291e-05
Brute Force, 9, 30, 0.981768129
Greedy, 9, 30, 5.0695e-05
RLF, 9, 30, 7.1109e-05
Brute Force, 9, 31, 0.014825268
Greedy, 9, 31, 4.6653e-05
RLF, 9, 31, 6.7992e-05
Brute Force, 9, 32, 1.034006629
Greedy, 9, 32, 5.318e-05
RLF, 9, 32, 7.209e-05
Brute Force, 9, 33, 1.017889709
Greedy, 9, 33, 5.1981e-05
RLF, 9, 33, 7.6557e-05
Brute Force, 9, 34, 0.75230554
Greedy, 9, 34, 5.1958e-05
RLF, 9, 34, 7.4349e-05
Brute Force, 9, 35, 0.233608647
Greedy, 9, 35, 5.1153e-05
RLF, 9, 35, 7.5377e-05
Brute Force, 9, 36, 0.962232597
Greedy, 9, 36, 5.5114e-05
RLF, 9, 36, 8.2845e-05
